transaction_id,account_id,transaction_type,channel,merchant_category,description,currency_code,transaction_date,transaction_amount,post_date
H000007556,A00000433,DEP,BRANCH,5411,DEP BRANCH REF808015,USD,2023-12-08,18.71,2023-12-08
H000007557,A00000434,DEP,ATM,5541,DEP WIRE REF943571,USD,2023-12-08,403.98,2023-12-08
H000007558,A00000436,DEP,BRANCH,5411,DEP BRANCH REF519062,USD,2023-12-08,507.75,2023-12-09
H000007559,A00000436,INT,ATM,7011,INT BRANCH REF225909,USD,2023-12-08,8.19,2023-12-08
H000007560,A00000438,PMT,ACH,5541,PMT BRANCH REF587379,USD,2023-12-08,446.78,2023-12-08
H000007561,A00000439,INT,POS,6011,INT ATM REF256620,USD,2023-12-08,106.57,2023-12-08
H000007562,A00000439,CHG,POS,5912,CHG BRANCH REF189831,USD,2023-12-08,25,2023-12-09
H000007563,A00000440,WDR,ONLINE,4900,WDR ONLINE REF476234,USD,2023-12-08,4.47,2023-12-08
H000007564,A00000440,WDR,POS,5541,WDR POS REF802344,USD,2023-12-08,141.91,2023-12-08
H000007565,A00000441,INT,ATM,7011,INT ACH REF699638,USD,2023-12-08,45.52,2023-12-09
H000007566,A00000441,FEE,BRANCH,6011,FEE POS REF311500,USD,2023-12-08,9.95,2023-12-08
H000007567,A00000448,PMT,BRANCH,5411,PMT BRANCH REF506346,USD,2023-12-08,1608.09,2023-12-08
H000007568,A00000449,DEP,ATM,5912,DEP ACH REF470102,USD,2023-12-08,102.19,2023-12-08
H000007569,A00000451,WDR,ATM,4900,WDR WIRE REF342171,USD,2023-12-08,22.21,2023-12-08
H000007570,A00000451,FEE,ATM,0000,FEE ONLINE REF885964,USD,2023-12-08,35,2023-12-08
H000007571,A00000452,CHG,ATM,5912,CHG POS REF697201,USD,2023-12-08,9.95,2023-12-09
H000007572,A00000452,PMT,ATM,5411,PMT ATM REF738414,USD,2023-12-08,2886.75,2023-12-08
H000007573,A00000453,INT,MOBILE,5411,INT ATM REF756742,USD,2023-12-08,105.2,2023-12-08
H000007574,A00000458,DEP,BRANCH,5411,DEP WIRE REF384163,USD,2023-12-08,439.12,2023-12-08
H000007575,A00000468,DEP,ATM,5812,DEP POS REF612340,USD,2023-12-08,23.06,2023-12-08
H000007576,A00000469,PMT,WIRE,5541,PMT ATM REF276682,USD,2023-12-08,839.2,2023-12-08
H000007577,A00000474,PMT,ATM,5812,PMT POS REF710925,USD,2023-12-08,1725.52,2023-12-08
H000007578,A00000484,WDR,MOBILE,6011,WDR ACH REF519830,USD,2023-12-08,42.07,2023-12-09
H000007579,A00000484,DEP,WIRE,5411,DEP BRANCH REF641092,USD,2023-12-08,32.63,2023-12-08
H000007580,A00000002,WDR,WIRE,6011,WDR ACH REF871335,USD,2023-12-09,45.47,2023-12-09
H000007581,A00000008,CHG,ATM,6011,CHG ATM REF715591,USD,2023-12-09,9.95,2023-12-09
H000007582,A00000011,CHG,ONLINE,5411,CHG ONLINE REF769866,USD,2023-12-09,25,2023-12-10
H000007583,A00000011,INT,ONLINE,0000,INT WIRE REF165912,USD,2023-12-09,135.66,2023-12-09
H000007584,A00000013,TRF,BRANCH,5411,TRF WIRE REF181327,USD,2023-12-09,662.01,2023-12-09
H000007585,A00000021,CHG,ACH,5912,CHG MOBILE REF499416,USD,2023-12-09,12,2023-12-09
H000007586,A00000028,INT,ONLINE,5812,INT POS REF524748,USD,2023-12-09,111.92,2023-12-09
H000007587,A00000032,WDR,ONLINE,7011,WDR POS REF693134,USD,2023-12-09,31.23,2023-12-09
H000007588,A00000034,TRF,ONLINE,6011,TRF ATM REF146775,USD,2023-12-09,-37.38,2023-12-09
H000007589,A00000036,CHG,MOBILE,5541,CHG ACH REF467537,USD,2023-12-09,12,2023-12-10
H000007590,A00000037,DEP,WIRE,4900,DEP POS REF764421,USD,2023-12-09,66.52,2023-12-09
H000007591,A00000047,CHG,WIRE,5812,CHG MOBILE REF193400,USD,2023-12-09,25,2023-12-09
H000007592,A00000049,PMT,BRANCH,6011,PMT ONLINE REF526390,USD,2023-12-09,1833.17,2023-12-10
H000007593,A00000050,ADJ,BRANCH,5912,ADJ POS REF273985,USD,2023-12-09,563.21,2023-12-09
H000007594,A00000050,REF,ONLINE,5812,REF ATM REF289681,USD,2023-12-09,22.98,2023-12-09
H000007595,A00000051,FEE,ONLINE,5912,FEE ONLINE REF555372,USD,2023-12-09,35,2023-12-09
H000007596,A00000052,CHG,ACH,5912,CHG MOBILE REF464780,USD,2023-12-09,12,2023-12-10
H000007597,A00000052,INT,ONLINE,4900,INT ONLINE REF859630,USD,2023-12-09,88.77,2023-12-09
H000007598,A00000054,FEE,ACH,5541,FEE WIRE REF453160,USD,2023-12-09,25,2023-12-09
H000007599,A00000058,PMT,ATM,0000,PMT POS REF476114,USD,2023-12-09,216.6,2023-12-09
H000007600,A00000059,PMT,ONLINE,5812,PMT ATM REF571391,USD,2023-12-09,529.91,2023-12-09
H000007601,A00000059,CHG,WIRE,5912,CHG WIRE REF982214,USD,2023-12-09,12,2023-12-09
H000007602,A00000061,FEE,ACH,5912,FEE ATM REF784041,USD,2023-12-09,9.95,2023-12-09
H000007603,A00000062,WDR,ACH,5541,WDR ATM REF597159,USD,2023-12-09,31.59,2023-12-09
H000007604,A00000062,INT,WIRE,0000,INT WIRE REF287395,USD,2023-12-09,52.18,2023-12-10
H000007605,A00000065,WDR,ATM,0000,WDR POS REF513755,USD,2023-12-09,6.14,2023-12-09
H000007606,A00000065,WDR,POS,6011,WDR ATM REF600155,USD,2023-12-09,159.11,2023-12-10
H000007607,A00000067,CHG,ATM,5411,CHG ATM REF794114,USD,2023-12-09,12,2023-12-09
H000007608,A00000067,PMT,ATM,6011,PMT ATM REF462379,USD,2023-12-09,357.75,2023-12-10
H000007609,A00000067,INT,ATM,5411,INT POS REF249143,USD,2023-12-09,159.18,2023-12-09
H000007610,A00000068,DEP,MOBILE,0000,DEP WIRE REF380999,USD,2023-12-09,32.74,2023-12-09
H000007611,A00000068,WDR,ONLINE,4900,WDR ONLINE REF167987,USD,2023-12-09,11.76,2023-12-09
H000007612,A00000071,FEE,ONLINE,5812,FEE ACH REF106841,USD,2023-12-09,25,2023-12-09
H000007613,A00000071,PMT,BRANCH,5541,PMT ATM REF947629,USD,2023-12-09,1479.53,2023-12-09
H000007614,A00000075,TRF,ONLINE,4900,TRF ATM REF852683,USD,2023-12-09,-415.96,2023-12-09
H000007615,A00000077,WDR,WIRE,5912,WDR POS REF343219,USD,2023-12-09,20.14,2023-12-09
H000007616,A00000077,DEP,WIRE,4900,DEP ATM REF854510,USD,2023-12-09,34.59,2023-12-09
H000007617,A00000077,DEP,WIRE,5812,DEP POS REF839036,USD,2023-12-09,14.25,2023-12-09
H000007618,A00000079,PMT,MOBILE,5411,PMT ONLINE REF177260,USD,2023-12-09,1648.34,2023-12-10
H000007619,A00000079,INT,BRANCH,5812,INT WIRE REF307807,USD,2023-12-09,83.31,2023-12-09
H000007620,A00000081,DEP,POS,5812,DEP BRANCH REF691768,USD,2023-12-09,43.64,2023-12-09
H000007621,A00000083,WDR,MOBILE,5541,WDR MOBILE REF261201,USD,2023-12-09,582.33,2023-12-09
H000007622,A00000087,WDR,BRANCH,6011,WDR POS REF965452,USD,2023-12-09,34.56,2023-12-09
H000007623,A00000092,PMT,MOBILE,7011,PMT POS REF162221,USD,2023-12-09,3032.1,2023-12-09
H000007624,A00000093,TRF,ONLINE,4900,TRF MOBILE REF266126,USD,2023-12-09,58.25,2023-12-09
H000007625,A00000094,WDR,POS,5812,WDR WIRE REF734836,USD,2023-12-09,10.69,2023-12-10
H000007626,A00000099,PMT,POS,4900,PMT BRANCH REF620702,USD,2023-12-09,857.23,2023-12-10
H000007627,A00000099,PMT,MOBILE,5541,PMT ONLINE REF231379,USD,2023-12-09,644.72,2023-12-09
H000007628,A00000099,PMT,MOBILE,6011,PMT WIRE REF612762,USD,2023-12-09,1049.23,2023-12-09
H000007629,A00000103,PMT,ACH,0000,PMT ONLINE REF573317,USD,2023-12-09,396.75,2023-12-09
H000007630,A00000104,CHG,BRANCH,7011,CHG MOBILE REF568724,USD,2023-12-09,3,2023-12-09
H000007631,A00000104,CHG,ACH,4900,CHG ACH REF583228,USD,2023-12-09,9.95,2023-12-09
H000007632,A00000107,WDR,WIRE,0000,WDR MOBILE REF512520,USD,2023-12-09,108.87,2023-12-09
H000007633,A00000108,INT,POS,0000,INT ATM REF411546,USD,2023-12-09,62.99,2023-12-09
H000007634,A00000114,DEP,WIRE,5812,DEP ATM REF341133,USD,2023-12-09,26.13,2023-12-09
H000007635,A00000117,TRF,ACH,5411,TRF MOBILE REF448451,USD,2023-12-09,-15.11,2023-12-09
H000007636,A00000120,FEE,MOBILE,7011,FEE WIRE REF680361,USD,2023-12-09,35,2023-12-09
H000007637,A00000120,TRF,MOBILE,5541,TRF MOBILE REF588921,USD,2023-12-09,-436.47,2023-12-10
H000007638,A00000121,PMT,ATM,5541,PMT ATM REF570893,USD,2023-12-09,392.02,2023-12-09
H000007639,A00000123,FEE,ONLINE,5411,FEE ATM REF876977,USD,2023-12-09,35,2023-12-09
H000007640,A00000124,PMT,BRANCH,7011,PMT ACH REF103401,USD,2023-12-09,1354.9,2023-12-10
H000007641,A00000124,PMT,MOBILE,6011,PMT ONLINE REF682379,USD,2023-12-09,688.26,2023-12-10
H000007642,A00000134,PMT,POS,5411,PMT WIRE REF440151,USD,2023-12-09,361.98,2023-12-09
H000007643,A00000138,DEP,BRANCH,5812,DEP ATM REF325505,USD,2023-12-09,45.48,2023-12-09
H000007644,A00000139,INT,ONLINE,5411,INT WIRE REF484426,USD,2023-12-09,69.26,2023-12-09
H000007645,A00000139,PMT,ACH,6011,PMT ONLINE REF651085,USD,2023-12-09,398.18,2023-12-09
H000007646,A00000139,CHG,BRANCH,5411,CHG POS REF483053,USD,2023-12-09,9.95,2023-12-09
H000007647,A00000142,WDR,ONLINE,4900,WDR ATM REF350692,USD,2023-12-09,746.63,2023-12-09
H000007648,A00000163,PMT,POS,4900,PMT ONLINE REF780094,USD,2023-12-09,1538.37,2023-12-10
H000007649,A00000170,WDR,WIRE,4900,WDR POS REF656747,USD,2023-12-09,29.01,2023-12-09
H000007650,A00000175,TRF,ATM,7011,TRF ACH REF339308,USD,2023-12-09,-72.74,2023-12-09
H000007651,A00000175,WDR,ATM,7011,WDR MOBILE REF974295,USD,2023-12-09,1547.61,2023-12-10
H000007652,A00000175,WDR,BRANCH,5541,WDR ONLINE REF468319,USD,2023-12-09,37.98,2023-12-09
H000007653,A00000181,PMT,ATM,5541,PMT POS REF457299,USD,2023-12-09,3001.82,2023-12-09
H000007654,A00000183,DEP,BRANCH,4900,DEP ONLINE REF555390,USD,2023-12-09,31.96,2023-12-10
H000007655,A00000183,DEP,BRANCH,0000,DEP ATM REF141027,USD,2023-12-09,102.11,2023-12-09
H000007656,A00000183,WDR,ATM,7011,WDR WIRE REF433837,USD,2023-12-09,18.81,2023-12-09
H000007657,A00000189,DEP,BRANCH,7011,DEP BRANCH REF602432,USD,2023-12-09,37.42,2023-12-10
H000007658,A00000194,CHG,POS,7011,CHG BRANCH REF944382,USD,2023-12-09,3,2023-12-09
H000007659,A00000201,CHG,POS,5411,CHG ACH REF607165,USD,2023-12-09,35,2023-12-09
H000007660,A00000201,INT,POS,0000,INT WIRE REF947537,USD,2023-12-09,172.75,2023-12-09
H000007661,A00000208,DEP,BRANCH,6011,DEP BRANCH REF763841,USD,2023-12-09,36.72,2023-12-09
H000007662,A00000210,INT,WIRE,5411,INT POS REF380290,USD,2023-12-09,96.54,2023-12-09
H000007663,A00000210,FEE,ONLINE,7011,FEE BRANCH REF702027,USD,2023-12-09,9.95,2023-12-09
H000007664,A00000220,FEE,POS,5812,FEE ACH REF181256,USD,2023-12-09,12,2023-12-09
H000007665,A00000223,WDR,MOBILE,6011,WDR ONLINE REF810103,USD,2023-12-09,124.08,2023-12-09
H000007666,A00000225,PMT,BRANCH,5912,PMT ONLINE REF561706,USD,2023-12-09,1861.54,2023-12-10
H000007667,A00000228,FEE,ATM,0000,FEE ONLINE REF443933,USD,2023-12-09,35,2023-12-09
H000007668,A00000228,DEP,WIRE,0000,DEP ATM REF214790,USD,2023-12-09,749.63,2023-12-09
H000007669,A00000229,FEE,ACH,7011,FEE WIRE REF121964,USD,2023-12-09,12,2023-12-09
H000007670,A00000229,INT,WIRE,5411,INT ATM REF897482,USD,2023-12-09,100.07,2023-12-09
H000007671,A00000229,FEE,ACH,6011,FEE MOBILE REF238300,USD,2023-12-09,35,2023-12-09
H000007672,A00000230,PMT,MOBILE,5411,PMT BRANCH REF788173,USD,2023-12-09,1763.95,2023-12-09
H000007673,A00000230,CHG,ONLINE,4900,CHG WIRE REF378985,USD,2023-12-09,3,2023-12-09
H000007674,A00000234,DEP,ONLINE,6011,DEP WIRE REF406318,USD,2023-12-09,133.82,2023-12-09
H000007675,A00000244,PMT,ACH,5812,PMT ACH REF387126,USD,2023-12-09,967.39,2023-12-09
H000007676,A00000246,PMT,ATM,4900,PMT WIRE REF278540,USD,2023-12-09,1329.73,2023-12-09
H000007677,A00000252,FEE,BRANCH,5812,FEE ATM REF749737,USD,2023-12-09,9.95,2023-12-09
H000007678,A00000252,PMT,ACH,5411,PMT MOBILE REF775986,USD,2023-12-09,1145.38,2023-12-09
H000007679,A00000255,TRF,ATM,5411,TRF WIRE REF311031,USD,2023-12-09,-49.8,2023-12-09
H000007680,A00000255,TRF,BRANCH,4900,TRF MOBILE REF263930,USD,2023-12-09,89.67,2023-12-09
H000007681,A00000256,FEE,ATM,4900,FEE ACH REF667796,USD,2023-12-09,25,2023-12-09
H000007682,A00000259,CHG,ONLINE,5912,CHG BRANCH REF311091,USD,2023-12-09,3,2023-12-09
H000007683,A00000259,CHG,ACH,5541,CHG WIRE REF467674,USD,2023-12-09,35,2023-12-09
H000007684,A00000265,CHG,MOBILE,0000,CHG ONLINE REF218791,USD,2023-12-09,9.95,2023-12-09
H000007685,A00000270,CHG,ONLINE,7011,CHG ACH REF541626,USD,2023-12-09,3,2023-12-09
H000007686,A00000270,PMT,ACH,5812,PMT BRANCH REF882114,USD,2023-12-09,820.28,2023-12-09
H000007687,A00000272,FEE,BRANCH,7011,FEE ATM REF751302,USD,2023-12-09,25,2023-12-09
H000007688,A00000275,CHG,ACH,0000,CHG BRANCH REF453427,USD,2023-12-09,12,2023-12-09
H000007689,A00000281,TRF,ATM,5812,TRF WIRE REF259007,USD,2023-12-09,-481.21,2023-12-09
H000007690,A00000291,FEE,POS,6011,FEE ACH REF201779,USD,2023-12-09,3,2023-12-09
H000007691,A00000293,FEE,ACH,0000,FEE MOBILE REF491713,USD,2023-12-09,25,2023-12-09
H000007692,A00000294,PMT,BRANCH,5541,PMT BRANCH REF789554,USD,2023-12-09,1549.96,2023-12-09
H000007693,A00000295,DEP,POS,5912,DEP ONLINE REF120936,USD,2023-12-09,23.13,2023-12-09
H000007694,A00000295,WDR,WIRE,6011,WDR MOBILE REF693831,USD,2023-12-09,86.91,2023-12-09
H000007695,A00000296,DEP,WIRE,7011,DEP WIRE REF795320,USD,2023-12-09,52.67,2023-12-10
H000007696,A00000302,WDR,BRANCH,4900,WDR POS REF837988,USD,2023-12-09,36.83,2023-12-09
H000007697,A00000308,DEP,ACH,5912,DEP MOBILE REF105041,USD,2023-12-09,105.25,2023-12-09
H000007698,A00000308,REV,MOBILE,4900,REV BRANCH REF248147,USD,2023-12-09,21.75,2023-12-09
H000007699,A00000308,WDR,POS,7011,WDR ATM REF810438,USD,2023-12-09,9.63,2023-12-09
H000007700,A00000312,CHG,POS,0000,CHG POS REF811584,USD,2023-12-09,25,2023-12-09
H000007701,A00000313,DEP,POS,5541,DEP WIRE REF558746,USD,2023-12-09,169.86,2023-12-09
H000007702,A00000313,DEP,POS,5812,DEP ONLINE REF701059,USD,2023-12-09,91.86,2023-12-09
H000007703,A00000315,CHG,MOBILE,4900,CHG POS REF854742,USD,2023-12-09,25,2023-12-09
H000007704,A00000321,WDR,POS,7011,WDR POS REF254503,USD,2023-12-09,8.13,2023-12-09
H000007705,A00000325,INT,ONLINE,4900,INT MOBILE REF263259,USD,2023-12-09,170.55,2023-12-10
H000007706,A00000325,PMT,ONLINE,4900,PMT ACH REF203929,USD,2023-12-09,356.81,2023-12-09
H000007707,A00000329,CHG,WIRE,6011,CHG POS REF129696,USD,2023-12-09,9.95,2023-12-09
H000007708,A00000338,DEP,ONLINE,5812,DEP BRANCH REF682221,USD,2023-12-09,36.47,2023-12-09
H000007709,A00000341,INT,ACH,4900,INT MOBILE REF805308,USD,2023-12-09,166.58,2023-12-10
H000007710,A00000350,INT,ONLINE,0000,INT WIRE REF305996,USD,2023-12-09,96.6,2023-12-09
H000007711,A00000350,INT,ONLINE,5411,INT ATM REF745334,USD,2023-12-09,135.08,2023-12-09
H000007712,A00000350,CHG,MOBILE,5812,CHG ATM REF611160,USD,2023-12-09,12,2023-12-09
H000007713,A00000351,PMT,ATM,5541,PMT POS REF765416,USD,2023-12-09,1010.51,2023-12-09
H000007714,A00000354,TRF,BRANCH,5411,TRF ATM REF310522,USD,2023-12-09,16.17,2023-12-09
H000007715,A00000355,INT,ACH,5912,INT ACH REF567781,USD,2023-12-09,235.55,2023-12-09
H000007716,A00000362,CHG,MOBILE,5912,CHG ATM REF923419,USD,2023-12-09,3,2023-12-09
H000007717,A00000362,PMT,MOBILE,4900,PMT POS REF712368,USD,2023-12-09,1252,2023-12-09
H000007718,A00000362,CHG,POS,5541,CHG ONLINE REF234749,USD,2023-12-09,35,2023-12-09
H000007719,A00000367,WDR,MOBILE,4900,WDR WIRE REF404902,USD,2023-12-09,35.72,2023-12-09
H000007720,A00000368,PMT,WIRE,0000,PMT BRANCH REF699380,USD,2023-12-09,1707.48,2023-12-09
H000007721,A00000368,CHG,BRANCH,0000,CHG WIRE REF701221,USD,2023-12-09,3,2023-12-09
H000007722,A00000370,WDR,MOBILE,7011,WDR POS REF195860,USD,2023-12-09,7.46,2023-12-10
H000007723,A00000373,WDR,ONLINE,5411,WDR WIRE REF429777,USD,2023-12-09,199.01,2023-12-09
H000007724,A00000375,PMT,BRANCH,5541,PMT MOBILE REF321965,USD,2023-12-09,2470.67,2023-12-09
H000007725,A00000375,INT,BRANCH,4900,INT ATM REF101640,USD,2023-12-09,3.3,2023-12-09
H000007726,A00000385,WDR,ATM,5812,WDR BRANCH REF159282,USD,2023-12-09,174.22,2023-12-09
H000007727,A00000385,WDR,MOBILE,6011,WDR POS REF453847,USD,2023-12-09,139.32,2023-12-09
H000007728,A00000385,WDR,BRANCH,4900,WDR POS REF697162,USD,2023-12-09,678.85,2023-12-10
H000007729,A00000388,PMT,MOBILE,5411,PMT MOBILE REF475262,USD,2023-12-09,2296.02,2023-12-09
H000007730,A00000389,WDR,ACH,6011,WDR ONLINE REF171655,USD,2023-12-09,52.99,2023-12-09
H000007731,A00000389,DEP,BRANCH,5812,DEP WIRE REF361527,USD,2023-12-09,28.47,2023-12-09
H000007732,A00000389,TRF,ONLINE,5541,TRF ATM REF361983,USD,2023-12-09,-44.84,2023-12-09
H000007733,A00000390,DEP,ACH,6011,DEP ATM REF770494,USD,2023-12-09,20.91,2023-12-10
H000007734,A00000391,CHG,BRANCH,4900,CHG ONLINE REF210320,USD,2023-12-09,35,2023-12-09
H000007735,A00000392,CHG,ONLINE,4900,CHG WIRE REF249469,USD,2023-12-09,9.95,2023-12-09
H000007736,A00000392,CHG,BRANCH,6011,CHG WIRE REF564902,USD,2023-12-09,35,2023-12-09
H000007737,A00000392,PMT,WIRE,5912,PMT WIRE REF637062,USD,2023-12-09,1773.01,2023-12-09
H000007738,A00000401,DEP,ACH,6011,DEP BRANCH REF414782,USD,2023-12-09,16.27,2023-12-09
H000007739,A00000402,PMT,ONLINE,0000,PMT ATM REF620650,USD,2023-12-09,1713.55,2023-12-09
H000007740,A00000406,PMT,BRANCH,5541,PMT ACH REF119812,USD,2023-12-09,1205.71,2023-12-09
H000007741,A00000408,DEP,MOBILE,6011,DEP WIRE REF719172,USD,2023-12-09,19.58,2023-12-10
H000007742,A00000408,DEP,BRANCH,7011,DEP MOBILE REF937805,USD,2023-12-09,13.59,2023-12-09
H000007743,A00000409,FEE,ACH,5541,FEE POS REF172513,USD,2023-12-09,9.95,2023-12-09
H000007744,A00000410,FEE,BRANCH,6011,FEE BRANCH REF618856,USD,2023-12-09,9.95,2023-12-09
H000007745,A00000411,DEP,ATM,5812,DEP BRANCH REF981604,USD,2023-12-09,16.71,2023-12-09
H000007746,A00000411,DEP,WIRE,5912,DEP WIRE REF668057,USD,2023-12-09,164.23,2023-12-09
H000007747,A00000413,DEP,ATM,0000,DEP BRANCH REF650487,USD,2023-12-09,23.27,2023-12-09
H000007748,A00000415,PMT,WIRE,5912,PMT ONLINE REF213795,USD,2023-12-09,1539.93,2023-12-09
H000007749,A00000424,TRF,ACH,5411,TRF ONLINE REF839912,USD,2023-12-09,-24.32,2023-12-09
H000007750,A00000429,CHG,ATM,5411,CHG ATM REF273347,USD,2023-12-09,35,2023-12-09
H000007751,A00000431,INT,MOBILE,4900,INT POS REF275237,USD,2023-12-09,230.85,2023-12-10
H000007752,A00000432,DEP,ACH,6011,DEP ACH REF593901,USD,2023-12-09,29.42,2023-12-10
H000007753,A00000432,TRF,POS,5812,TRF ATM REF539047,USD,2023-12-09,-237.22,2023-12-09
H000007754,A00000433,WDR,ONLINE,7011,WDR BRANCH REF260460,USD,2023-12-09,56.36,2023-12-09
H000007755,A00000433,DEP,MOBILE,0000,DEP BRANCH REF345003,USD,2023-12-09,1.8,2023-12-10
H000007756,A00000438,CHG,POS,7011,CHG POS REF808539,USD,2023-12-09,3,2023-12-09
H000007757,A00000442,CHG,BRANCH,4900,CHG ONLINE REF770124,USD,2023-12-09,9.95,2023-12-09
H000007758,A00000446,WDR,MOBILE,5541,WDR ACH REF343550,USD,2023-12-09,21.46,2023-12-09
H000007759,A00000446,DEP,POS,4900,DEP ONLINE REF340468,USD,2023-12-09,24.23,2023-12-09
H000007760,A00000448,ADJ,ONLINE,5812,ADJ BRANCH REF313039,USD,2023-12-09,2225.43,2023-12-09
H000007761,A00000449,DEP,ONLINE,7011,DEP ATM REF616163,USD,2023-12-09,54.62,2023-12-09
H000007762,A00000449,DEP,ATM,5812,DEP WIRE REF901780,USD,2023-12-09,97.21,2023-12-09
H000007763,A00000449,FEE,BRANCH,7011,FEE WIRE REF835605,USD,2023-12-09,35,2023-12-09
H000007764,A00000451,TRF,ATM,5411,TRF ATM REF488138,USD,2023-12-09,-26.92,2023-12-09
H000007765,A00000451,WDR,ATM,6011,WDR MOBILE REF676978,USD,2023-12-09,450.34,2023-12-10
H000007766,A00000453,CHG,POS,5812,CHG ONLINE REF541597,USD,2023-12-09,9.95,2023-12-09
H000007767,A00000454,TRF,ACH,5812,TRF ATM REF740282,USD,2023-12-09,168.1,2023-12-09
H000007768,A00000455,WDR,POS,5541,WDR BRANCH REF477884,USD,2023-12-09,3.38,2023-12-09
H000007769,A00000458,WDR,ACH,7011,WDR BRANCH REF506372,USD,2023-12-09,728.26,2023-12-10
H000007770,A00000459,WDR,ACH,4900,WDR MOBILE REF449345,USD,2023-12-09,43.69,2023-12-09
H000007771,A00000461,PMT,ATM,5541,PMT ONLINE REF341386,USD,2023-12-09,354.19,2023-12-09
H000007772,A00000461,INT,ACH,4900,INT ONLINE REF266005,USD,2023-12-09,213.47,2023-12-09
H000007773,A00000462,TRF,WIRE,6011,TRF BRANCH REF164971,USD,2023-12-09,-135.86,2023-12-09
H000007774,A00000466,DEP,BRANCH,5912,DEP POS REF360562,USD,2023-12-09,42.28,2023-12-09
H000007775,A00000469,FEE,BRANCH,6011,FEE BRANCH REF113083,USD,2023-12-09,3,2023-12-09
H000007776,A00000469,REF,ONLINE,4900,REF ATM REF185908,USD,2023-12-09,1175.46,2023-12-09
H000007777,A00000476,ADJ,ONLINE,6011,ADJ ACH REF289538,USD,2023-12-09,1114.71,2023-12-09
H000007778,A00000476,CHG,ACH,5912,CHG BRANCH REF479403,USD,2023-12-09,25,2023-12-09
H000007779,A00000477,WDR,MOBILE,5812,WDR MOBILE REF469109,USD,2023-12-09,8.75,2023-12-09
H000007780,A00000479,DEP,BRANCH,5812,DEP ACH REF702628,USD,2023-12-09,248.7,2023-12-09
H000007781,A00000485,WDR,WIRE,5541,WDR ACH REF468370,USD,2023-12-09,94.35,2023-12-09
H000007782,A00000002,DEP,WIRE,6011,DEP POS REF809434,USD,2023-12-10,52.16,2023-12-10
H000007783,A00000002,INT,MOBILE,5541,INT POS REF837828,USD,2023-12-10,230.1,2023-12-10
H000007784,A00000002,WDR,MOBILE,5912,WDR ACH REF258060,USD,2023-12-10,97.69,2023-12-10
H000007785,A00000005,REF,POS,5541,REF BRANCH REF172115,USD,2023-12-10,146.35,2023-12-10
H000007786,A00000007,TRF,POS,5411,TRF ACH REF906464,USD,2023-12-10,-19.78,2023-12-10
H000007787,A00000011,FEE,WIRE,5912,FEE ONLINE REF508433,USD,2023-12-10,25,2023-12-10
H000007788,A00000011,CHG,POS,0000,CHG ONLINE REF997041,USD,2023-12-10,9.95,2023-12-10
H000007789,A00000011,INT,ACH,5812,INT POS REF238480,USD,2023-12-10,199.18,2023-12-11
H000007790,A00000013,TRF,ATM,7011,TRF BRANCH REF805088,USD,2023-12-10,-257.31,2023-12-11
H000007791,A00000015,TRF,BRANCH,6011,TRF ONLINE REF790720,USD,2023-12-10,-42.03,2023-12-10
H000007792,A00000016,TRF,MOBILE,4900,TRF ATM REF901580,USD,2023-12-10,-122.68,2023-12-10
H000007793,A00000023,CHG,MOBILE,4900,CHG BRANCH REF349092,USD,2023-12-10,25,2023-12-10
H000007794,A00000025,INT,ONLINE,5541,INT ONLINE REF983271,USD,2023-12-10,4.36,2023-12-10
H000007795,A00000028,INT,WIRE,0000,INT ATM REF268354,USD,2023-12-10,93.99,2023-12-10
H000007796,A00000029,WDR,ACH,5411,WDR ONLINE REF931561,USD,2023-12-10,85.15,2023-12-10
H000007797,A00000029,WDR,ATM,0000,WDR BRANCH REF844365,USD,2023-12-10,69.18,2023-12-10
H000007798,A00000029,WDR,ONLINE,4900,WDR MOBILE REF509012,USD,2023-12-10,39.48,2023-12-10
H000007799,A00000033,PMT,ATM,0000,PMT ATM REF216386,USD,2023-12-10,1694.21,2023-12-11
H000007800,A00000033,PMT,WIRE,5541,PMT POS REF126697,USD,2023-12-10,1037.31,2023-12-10
H000007801,A00000035,CHG,ONLINE,0000,CHG ONLINE REF604191,USD,2023-12-10,12,2023-12-10
H000007802,A00000035,INT,BRANCH,0000,INT ATM REF404014,USD,2023-12-10,95.88,2023-12-10
H000007803,A00000039,WDR,ONLINE,7011,WDR ACH REF623571,USD,2023-12-10,211.6,2023-12-10
H000007804,A00000039,DEP,POS,5541,DEP POS REF319380,USD,2023-12-10,40.02,2023-12-10
H000007805,A00000040,DEP,ONLINE,0000,DEP WIRE REF405637,USD,2023-12-10,184.18,2023-12-10
H000007806,A00000040,WDR,MOBILE,7011,WDR POS REF651767,USD,2023-12-10,26.2,2023-12-10
H000007807,A00000046,WDR,ATM,5812,WDR WIRE REF355490,USD,2023-12-10,7.2,2023-12-11
H000007808,A00000047,CHG,ACH,7011,CHG POS REF914401,USD,2023-12-10,3,2023-12-11
H000007809,A00000048,DEP,ATM,5912,DEP WIRE REF335315,USD,2023-12-10,43.83,2023-12-10
H000007810,A00000048,WDR,POS,5912,WDR WIRE REF857505,USD,2023-12-10,73.76,2023-12-10
H000007811,A00000049,PMT,WIRE,5912,PMT ATM REF942927,USD,2023-12-10,699.74,2023-12-10
