account_id,customer_id,account_type,current_balance,credit_limit,acct_age_months,days_inactive,utilization_pct,customer_segment,region_code,fico_score,vantage_score,bureau_inqs_6mo,bureau_trades_open,bureau_derogs,bureau_util_pct,bureau_oldest_trade_mo,pmt_ontime_12mo,pmt_late_30_12mo,pmt_late_60_12mo,pmt_late_90_12mo,max_days_past_due_ever,months_since_last_dpd,avg_pmt_ratio_12mo,collateral_value,last_appraisal_date,ltv,pd,lgd,ead,expected_loss,new_risk_rating,score_date,model_id,score_timestamp
A00000406,C0000209,AUTO,52369.63,0,103,13,,SMB,MW,544,566,1,6,0,55.25,26,12,0,0,0,0,,0.7053,52734.07,2020-11-30,0.9930890978,0.0507829413,0.3944712782,52369.63,1049.0899913,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000407,C0000209,CC,4392.62,10000,87,117,43.9262,SMB,MW,544,566,1,6,0,55.25,26,12,0,0,0,0,,0.2302,,,,0.0476079501,0.75,7196.31,256.95117577,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000409,C0000210,CC,8725.52,15000,107,7,58.170133333,SMB,SE,585,560,0,9,0,71.31,165,12,0,0,0,0,,0.4581,,,,0.0516786346,0.75,11862.76,459.78842911,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000410,C0000210,PERS,28613.38,0,30,80,,SMB,SE,585,560,0,9,0,71.31,165,11,1,1,0,128,36,0.8235,,,,0.0495759225,0.5,28613.38,709.26735464,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000415,C0000214,CC,8202.87,25000,109,6,32.81148,PREM,NE,736,742,1,3,0,37.8,329,12,0,0,0,0,,0.1258,,,,0.022214502,0.75,16601.435,276.59445824,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000420,C0000216,CC,18148.24,25000,124,4,72.59296,PREM,MW,794,799,0,11,2,9.39,235,12,0,0,0,0,,0.3985,,,,0.0221819221,0.75,21574.12,358.91658726,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000423,C0000218,CC,2886.08,10000,175,8,28.8608,PREM,SW,631,635,3,1,0,3.2,129,10,2,0,0,185,27,0.4114,,,,0.0362661629,0.75,6443.04,175.24825347,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000426,C0000219,CC,7454.97,10000,190,27,74.5497,RET,MW,784,801,2,18,0,12.79,299,11,1,1,0,91,33,0.4389,,,,0.0221819221,0.75,8727.485,145.19429444,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000429,C0000220,LOC,9147.76,50000,193,182,18.29552,PREM,NW,625,647,0,6,1,7.37,348,11,1,1,0,31,6,0.6666,,,,0.0362661629,0.5,29573.88,536.26557424,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000431,C0000222,PERS,13839.28,0,68,13,,RET,SW,753,736,1,1,2,85.07,163,7,5,4,1,31,5,0.6331,,,,0.0310744452,0.5,13839.28,215.02397366,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000435,C0000223,PERS,31665.7,0,30,93,,PREM,W,601,580,0,23,0,3.55,62,12,0,0,0,0,,0.2674,,,,0.0415675608,0.5,31665.7,658.13295465,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000437,C0000224,CC,119.42,1500,21,0,7.9613333333,PB,NW,574,575,0,7,0,5.14,364,9,3,2,1,185,9,0.8727,,,,0.0578338715,0.75,809.71,35.121498072,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000438,C0000225,MTG,352913.13,0,123,17,,RET,W,687,707,0,5,0,51.15,417,12,0,0,0,0,,0.6762,1118414.89,2022-12-08,0.3155475961,0.024404036,0,352913.13,0,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000439,C0000226,AUTO,35772.34,0,7,4,,RET,W,529,551,2,20,1,93.82,128,11,1,0,0,45,19,0.1612,54107.08,2021-07-01,0.6611397252,0.0493962875,0.1289117801,35772.34,227.78979572,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000441,C0000226,AUTO,44413.21,0,174,13,,RET,W,529,551,2,20,1,93.82,128,12,0,0,0,0,,0.4868,63682.78,2021-02-17,0.6974131783,0.0463731422,0.1579305426,44413.21,325.27060344,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000442,C0000226,PERS,14563.5,0,148,7,,RET,W,529,551,2,20,1,93.82,128,12,0,0,0,0,,0.8303,,,,0.0477796796,0.5,14563.5,347.91968221,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000443,C0000227,AUTO,50811.6,0,115,2,,PREM,NW,589,606,1,11,0,76.53,81,12,0,0,0,0,,0.0925,79328.96,2021-12-31,0.6405176622,0.0471044868,0.1124141297,50811.6,269.05808686,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000445,C0000227,MTG,284649.93,0,141,459,,PREM,NW,589,606,1,11,0,76.53,81,12,0,0,0,0,,0.9415,343799.82,2021-10-04,0.8279525277,0.0499974816,0.2623620222,284649.93,3733.8784827,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000448,C0000228,MTG,372150.74,0,65,1,,SMB,SW,574,596,8,9,0,82.84,339,12,0,0,0,0,,0.0865,938607.17,2020-05-08,0.396492539,0.0443114486,0,372150.74,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000450,C0000229,MTG,838951.5,0,13,40,,RET,MW,746,738,5,23,0,77.59,243,7,5,0,0,185,31,0.4609,2403406.56,2021-12-21,0.3490676584,0.021671616,0,838951.5,0,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000452,C0000230,PERS,9809.69,0,81,3,,RET,NE,549,539,1,24,0,6.01,16,12,0,0,0,0,,0.6347,,,,0.0485320776,0.5,9809.69,238.04231824,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000453,C0000231,CC,9247.51,15000,189,105,61.650066667,RET,SW,625,608,0,4,0,60.06,109,12,0,0,0,0,,0.9995,,,,0.0426704927,0.75,12123.755,387.99494981,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000456,C0000232,PERS,6277.06,0,10,31,,RET,MW,603,600,5,2,0,35.81,399,12,0,0,0,0,,0.4386,,,,0.0426785817,0.5,6277.06,133.94800909,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000461,C0000236,LOC,4422.32,10000,19,29,44.2232,RET,NE,611,597,3,14,0,58.42,205,12,0,0,0,0,,0.6704,,,,0.0418610102,0.5,7211.16,150.93322133,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000463,C0000237,LOC,104337.23,100000,96,7,104.33723,CORP,NE,545,564,0,1,2,39.42,375,12,0,0,0,0,,0.072,,,,0.0612680773,0.5,102168.615,3129.8373026,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000464,C0000237,LOC,20857.43,50000,110,7,41.71486,CORP,NE,545,564,0,1,2,39.42,375,7,5,1,0,62,20,0.0878,,,,0.0476079501,0.5,35428.715,843.34424867,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000467,C0000239,CC,7136.77,15000,46,12,47.578466667,RET,MW,712,736,3,21,0,75.43,296,12,0,0,0,0,,0.5349,,,,0.027270646,0.75,11068.385,226.38150721,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000469,C0000241,CC,845.83,3000,119,8,28.194333333,CORP,SE,652,648,2,20,0,56.47,104,12,0,0,0,0,,0.779,,,,0.030727523,0.75,1922.915,44.314811114,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000470,C0000242,CC,809.23,5000,18,8,16.1846,PREM,SE,572,550,0,23,0,73.76,228,10,2,1,1,91,28,0.6974,,,,0.0627096948,0.75,2904.615,136.61064021,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000474,C0000244,CC,1215.09,3000,191,11,40.503,SMB,NE,642,647,1,22,0,37.96,74,12,0,0,0,0,,0.4131,,,,0.0327726262,0.75,2107.545,51.80233842,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000475,C0000245,CC,378.52,1500,196,753,25.234666667,PREM,NE,710,717,1,1,0,11.74,183,11,1,0,0,45,7,0.5977,,,,0.0242201988,0.75,939.26,17.061797964,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000476,C0000245,MTG,90100.9,0,141,2,,PREM,NE,710,717,1,1,0,11.74,183,12,0,0,0,0,,0.3253,164475.01,2021-12-31,0.5478090562,0.024404036,0.038247245,90100.9,84.099021737,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000478,C0000245,CC,5913.77,15000,185,4,39.425133333,PREM,NE,710,717,1,1,0,11.74,183,12,0,0,0,0,,0.8378,,,,0.0262602419,0.75,10456.885,205.95024693,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000480,C0000246,MTG,288152.94,0,183,795,,RET,W,669,645,0,17,0,7.86,364,12,0,0,0,0,,0.3697,672242.64,2021-04-09,0.4286442467,0.030470497,0,288152.94,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000482,C0000247,HELC,19629.49,250000,152,4,7.851796,RET,SW,633,652,3,17,0,84.66,412,12,0,0,0,0,,0.5045,25476.99,2021-09-12,0.7704791657,0.0323763187,0.2163833326,134814.745,944.47108562,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000483,C0000248,MTG,200525.74,0,14,92,,PB,SW,741,729,0,2,0,50.4,196,12,0,0,0,0,,0.5066,519314.75,2023-03-08,0.3861352677,0.021671616,0,200525.74,0,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
